Target,Doses,Model,Env,Frame,Sample Size,Value
0.3,3,MCA (delta=0.0),0.15,6,21,67.5
0.3,3,MCA (delta=0.0),0.15,7,24,69.4
0.3,3,MCA (delta=0.0),0.15,8,27,70.1
0.3,3,MCA (delta=0.0),0.15,9,30,71.1
0.3,3,MCA (delta=0.0),0.15,10,33,71.9
0.3,3,MCA (delta=0.0),0.15,11,36,71.7
0.3,3,MCA (delta=0.0),0.15,12,39,72.5
0.3,3,MCA (delta=0.0),0.15,13,42,73.1
0.3,3,MCA (delta=0.0),0.15,14,45,73.9
0.3,3,MCA (delta=0.0),0.15,15,48,75
0.3,3,MCA (delta=0.0),0.15,16,51,75.8
0.3,3,MCA (delta=0.0),0.15,17,54,76.1
0.3,3,MCA (delta=0.0),0.15,18,57,76.1
0.3,3,MCA (delta=0.0),0.15,19,60,76.9
0.3,3,MCA (delta=0.05),0.05,0,3,38.8
0.3,3,MCA (delta=0.05),0.05,1,6,39.4
0.3,3,MCA (delta=0.05),0.05,2,9,42.7
0.3,3,MCA (delta=0.05),0.05,3,12,42.6
0.3,3,MCA (delta=0.05),0.05,4,15,44.5
0.3,3,MCA (delta=0.05),0.05,5,18,45.9
0.3,3,MCA (delta=0.05),0.05,6,21,45.7
0.3,3,MCA (delta=0.05),0.05,7,24,45.9
0.3,3,MCA (delta=0.05),0.05,8,27,47.1
0.3,3,MCA (delta=0.05),0.05,9,30,48
0.3,3,MCA (delta=0.05),0.05,10,33,48.2
0.3,3,MCA (delta=0.05),0.05,11,36,48.3
0.3,3,MCA (delta=0.05),0.05,12,39,49.1
0.3,3,MCA (delta=0.05),0.05,13,42,49.5
0.3,3,MCA (delta=0.05),0.05,14,45,49.8
0.3,3,MCA (delta=0.05),0.05,15,48,50.5
0.3,3,MCA (delta=0.05),0.05,16,51,51
0.3,3,MCA (delta=0.05),0.05,17,54,51.3
0.3,3,MCA (delta=0.05),0.05,18,57,52.1
0.3,3,MCA (delta=0.05),0.05,19,60,52.1
0.3,3,MCA (delta=0.05),0.07,0,3,42
0.3,3,MCA (delta=0.05),0.07,1,6,40.5
0.3,3,MCA (delta=0.05),0.07,2,9,44.7
0.3,3,MCA (delta=0.05),0.07,3,12,46.2
0.3,3,MCA (delta=0.05),0.07,4,15,47.6
0.3,3,MCA (delta=0.05),0.07,5,18,48.8
0.3,3,MCA (delta=0.05),0.07,6,21,51
0.3,3,MCA (delta=0.05),0.07,7,24,52.1
0.3,3,MCA (delta=0.05),0.07,8,27,52.3
0.3,3,MCA (delta=0.05),0.07,9,30,53.3
0.3,3,MCA (delta=0.05),0.07,10,33,53.7
0.3,3,MCA (delta=0.05),0.07,11,36,54.1
0.3,3,MCA (delta=0.05),0.07,12,39,54.6
0.3,3,MCA (delta=0.05),0.07,13,42,55.4
0.3,3,MCA (delta=0.05),0.07,14,45,55.2
0.3,3,MCA (delta=0.05),0.07,15,48,55.6
0.3,3,MCA (delta=0.05),0.07,16,51,56.6
0.3,3,MCA (delta=0.05),0.07,17,54,56.8
0.3,3,MCA (delta=0.05),0.07,18,57,57.3
0.3,3,MCA (delta=0.05),0.07,19,60,57.1
0.3,3,MCA (delta=0.05),0.1,0,3,42.5
0.3,3,MCA (delta=0.05),0.1,1,6,45.6
0.3,3,MCA (delta=0.05),0.1,2,9,50.4
0.3,3,MCA (delta=0.05),0.1,3,12,53.8
0.3,3,MCA (delta=0.05),0.1,4,15,54.7
0.3,3,MCA (delta=0.05),0.1,5,18,54.2
0.3,3,MCA (delta=0.05),0.1,6,21,56.8
0.3,3,MCA (delta=0.05),0.1,7,24,56.8
0.3,3,MCA (delta=0.05),0.1,8,27,57.7
0.3,3,MCA (delta=0.05),0.1,9,30,58.9
0.3,3,MCA (delta=0.05),0.1,10,33,59.3
0.3,3,MCA (delta=0.05),0.1,11,36,60.3
0.3,3,MCA (delta=0.05),0.1,12,39,60
0.3,3,MCA (delta=0.05),0.1,13,42,61.3
0.3,3,MCA (delta=0.05),0.1,14,45,61.6
0.3,3,MCA (delta=0.05),0.1,15,48,62.4
0.3,3,MCA (delta=0.05),0.1,16,51,62.7
0.3,3,MCA (delta=0.05),0.1,17,54,64.1
0.3,3,MCA (delta=0.05),0.1,18,57,64.7
0.3,3,MCA (delta=0.05),0.1,19,60,64.5
0.3,3,MCA (delta=0.05),0.15,0,3,49.7
0.3,3,MCA (delta=0.05),0.15,1,6,53.9
0.3,3,MCA (delta=0.05),0.15,2,9,59.5
0.3,3,MCA (delta=0.05),0.15,3,12,63.8
0.3,3,MCA (delta=0.05),0.15,4,15,65.1
0.3,3,MCA (delta=0.05),0.15,5,18,67.6
0.3,3,MCA (delta=0.05),0.15,6,21,69
0.3,3,MCA (delta=0.05),0.15,7,24,71.5
0.3,3,MCA (delta=0.05),0.15,8,27,72
0.3,3,MCA (delta=0.05),0.15,9,30,74.1
0.3,3,MCA (delta=0.05),0.15,10,33,74.9
0.3,3,MCA (delta=0.05),0.15,11,36,75
0.3,3,MCA (delta=0.05),0.15,12,39,75.9
0.3,3,MCA (delta=0.05),0.15,13,42,76.6
0.3,3,MCA (delta=0.05),0.15,14,45,77.4
0.3,3,MCA (delta=0.05),0.15,15,48,78.3
0.3,3,MCA (delta=0.05),0.15,16,51,78.1
0.3,3,MCA (delta=0.05),0.15,17,54,79.2
0.3,3,MCA (delta=0.05),0.15,18,57,79.6
0.3,3,MCA (delta=0.05),0.15,19,60,79.7
0.3,3,MCA (delta=0.1),0.05,0,3,37.9
0.3,3,MCA (delta=0.1),0.05,1,6,39.5
0.3,3,MCA (delta=0.1),0.05,2,9,42.1
0.3,3,MCA (delta=0.1),0.05,3,12,41.4
0.3,3,MCA (delta=0.1),0.05,4,15,42.6
0.3,3,MCA (delta=0.1),0.05,5,18,42.8
0.3,3,MCA (delta=0.1),0.05,6,21,43.3
0.3,3,MCA (delta=0.1),0.05,7,24,43.8
0.3,3,MCA (delta=0.1),0.05,8,27,42.7
0.3,3,MCA (delta=0.1),0.05,9,30,43.6
0.3,3,MCA (delta=0.1),0.05,10,33,44
0.3,3,MCA (delta=0.1),0.05,11,36,44.4
0.3,3,MCA (delta=0.1),0.05,12,39,44.7
0.3,3,MCA (delta=0.1),0.05,13,42,44.9
0.3,3,MCA (delta=0.1),0.05,14,45,45.6
0.3,3,MCA (delta=0.1),0.05,15,48,45.4
0.3,3,MCA (delta=0.1),0.05,16,51,46.3
0.3,3,MCA (delta=0.1),0.05,17,54,45.7
0.3,3,MCA (delta=0.1),0.05,18,57,45.9
0.3,3,MCA (delta=0.1),0.05,19,60,46.6
0.3,3,MCA (delta=0.1),0.07,0,3,40
0.3,3,MCA (delta=0.1),0.07,1,6,41.1
0.3,3,MCA (delta=0.1),0.07,2,9,46
0.3,3,MCA (delta=0.1),0.07,3,12,46
0.3,3,MCA (delta=0.1),0.07,4,15,48.3
0.3,3,MCA (delta=0.1),0.07,5,18,49.5
0.3,3,MCA (delta=0.1),0.07,6,21,51.5
0.3,3,MCA (delta=0.1),0.07,7,24,52
0.3,3,MCA (delta=0.1),0.07,8,27,52
0.3,3,MCA (delta=0.1),0.07,9,30,53.2
0.3,3,MCA (delta=0.1),0.07,10,33,54.6
0.3,3,MCA (delta=0.1),0.07,11,36,55.6
0.3,3,MCA (delta=0.1),0.07,12,39,56.5
0.3,3,MCA (delta=0.1),0.07,13,42,57
0.3,3,MCA (delta=0.1),0.07,14,45,57.7
0.3,3,MCA (delta=0.1),0.07,15,48,57.4
0.3,3,MCA (delta=0.1),0.07,16,51,58
0.3,3,MCA (delta=0.1),0.07,17,54,58.9
0.3,3,MCA (delta=0.1),0.07,18,57,59
0.3,3,MCA (delta=0.1),0.07,19,60,59
0.3,3,MCA (delta=0.1),0.1,0,3,44
0.3,3,MCA (delta=0.1),0.1,1,6,45.8
0.3,3,MCA (delta=0.1),0.1,2,9,48.9
0.3,3,MCA (delta=0.1),0.1,3,12,50.7
0.3,3,MCA (delta=0.1),0.1,4,15,53.2
0.3,3,MCA (delta=0.1),0.1,5,18,53.4
0.3,3,MCA (delta=0.1),0.1,6,21,55.9
0.3,3,MCA (delta=0.1),0.1,7,24,57
0.3,3,MCA (delta=0.1),0.1,8,27,58.7
0.3,3,MCA (delta=0.1),0.1,9,30,59.8
0.3,3,MCA (delta=0.1),0.1,10,33,59.7
0.3,3,MCA (delta=0.1),0.1,11,36,60.6
0.3,3,MCA (delta=0.1),0.1,12,39,61.1
0.3,3,MCA (delta=0.1),0.1,13,42,61.6
0.3,3,MCA (delta=0.1),0.1,14,45,62.5
0.3,3,MCA (delta=0.1),0.1,15,48,62.4
0.3,3,MCA (delta=0.1),0.1,16,51,63.3
0.3,3,MCA (delta=0.1),0.1,17,54,63.2
0.3,3,MCA (delta=0.1),0.1,18,57,64.4
0.3,3,MCA (delta=0.1),0.1,19,60,65.2
0.3,3,MCA (delta=0.1),0.15,0,3,50.5
0.3,3,MCA (delta=0.1),0.15,1,6,52.9
0.3,3,MCA (delta=0.1),0.15,2,9,59.4
0.3,3,MCA (delta=0.1),0.15,3,12,61.1
0.3,3,MCA (delta=0.1),0.15,4,15,64.4
0.3,3,MCA (delta=0.1),0.15,5,18,65.5
0.3,3,MCA (delta=0.1),0.15,6,21,67.1
0.3,3,MCA (delta=0.1),0.15,7,24,68.8
0.3,3,MCA (delta=0.1),0.15,8,27,70.2
0.3,3,MCA (delta=0.1),0.15,9,30,70.6
0.3,3,MCA (delta=0.1),0.15,10,33,71.7
0.3,3,MCA (delta=0.1),0.15,11,36,73.2
0.3,3,MCA (delta=0.1),0.15,12,39,74.7
0.3,3,MCA (delta=0.1),0.15,13,42,74.3
0.3,3,MCA (delta=0.1),0.15,14,45,75.4
0.3,3,MCA (delta=0.1),0.15,15,48,76.1
0.3,3,MCA (delta=0.1),0.15,16,51,76.4
0.3,3,MCA (delta=0.1),0.15,17,54,77.1
0.3,3,MCA (delta=0.1),0.15,18,57,77.4
0.3,3,MCA (delta=0.1),0.15,19,60,78.4
0.3,3,MCA (delta=0.15),0.05,0,3,39.3
0.3,3,MCA (delta=0.15),0.05,1,6,41.1
0.3,3,MCA (delta=0.15),0.05,2,9,41.3
0.3,3,MCA (delta=0.15),0.05,3,12,44
0.3,3,MCA (delta=0.15),0.05,4,15,44.2
0.3,3,MCA (delta=0.15),0.05,5,18,46.1
0.3,3,MCA (delta=0.15),0.05,6,21,46.9
0.3,3,MCA (delta=0.15),0.05,7,24,46.9
0.3,3,MCA (delta=0.15),0.05,8,27,47.9
0.3,3,MCA (delta=0.15),0.05,9,30,48.9
0.3,3,MCA (delta=0.15),0.05,10,33,49.5
0.3,3,MCA (delta=0.15),0.05,11,36,49.5
0.3,3,MCA (delta=0.15),0.05,12,39,50.1
0.3,3,MCA (delta=0.15),0.05,13,42,50.4
0.3,3,MCA (delta=0.15),0.05,14,45,49.9
0.3,3,MCA (delta=0.15),0.05,15,48,50.4
0.3,3,MCA (delta=0.15),0.05,16,51,50.7
0.3,3,MCA (delta=0.15),0.05,17,54,50.8
0.3,3,MCA (delta=0.15),0.05,18,57,51.1
0.3,3,MCA (delta=0.15),0.05,19,60,51.2
0.3,3,MCA (delta=0.15),0.07,0,3,40.7
0.3,3,MCA (delta=0.15),0.07,1,6,40.8
0.3,3,MCA (delta=0.15),0.07,2,9,44.9
0.3,3,MCA (delta=0.15),0.07,3,12,45.6
0.3,3,MCA (delta=0.15),0.07,4,15,47
0.3,3,MCA (delta=0.15),0.07,5,18,48.9
0.3,3,MCA (delta=0.15),0.07,6,21,49.2
0.3,3,MCA (delta=0.15),0.07,7,24,51.1
0.3,3,MCA (delta=0.15),0.07,8,27,51.4
0.3,3,MCA (delta=0.15),0.07,9,30,52.1
0.3,3,MCA (delta=0.15),0.07,10,33,52.7
0.3,3,MCA (delta=0.15),0.07,11,36,54.2
0.3,3,MCA (delta=0.15),0.07,12,39,53.8
0.3,3,MCA (delta=0.15),0.07,13,42,54.8
0.3,3,MCA (delta=0.15),0.07,14,45,54.6
0.3,3,MCA (delta=0.15),0.07,15,48,54.7
0.3,3,MCA (delta=0.15),0.07,16,51,55
0.3,3,MCA (delta=0.15),0.07,17,54,55.5
0.3,3,MCA (delta=0.15),0.07,18,57,56.2
0.3,3,MCA (delta=0.15),0.07,19,60,56.8
0.3,3,MCA (delta=0.15),0.1,0,3,43.5
0.3,3,MCA (delta=0.15),0.1,1,6,42.9
0.3,3,MCA (delta=0.15),0.1,2,9,48.2
0.3,3,MCA (delta=0.15),0.1,3,12,49.1
0.3,3,MCA (delta=0.15),0.1,4,15,52.1
0.3,3,MCA (delta=0.15),0.1,5,18,53.1
0.3,3,MCA (delta=0.15),0.1,6,21,54
0.3,3,MCA (delta=0.15),0.1,7,24,54.3
0.3,3,MCA (delta=0.15),0.1,8,27,55.1
0.3,3,MCA (delta=0.15),0.1,9,30,56.2
0.3,3,MCA (delta=0.15),0.1,10,33,57.2
0.3,3,MCA (delta=0.15),0.1,11,36,58.5
0.3,3,MCA (delta=0.15),0.1,12,39,59.1
0.3,3,MCA (delta=0.15),0.1,13,42,59.8
0.3,3,MCA (delta=0.15),0.1,14,45,60.3
0.3,3,MCA (delta=0.15),0.1,15,48,60.2
0.3,3,MCA (delta=0.15),0.1,16,51,61
0.3,3,MCA (delta=0.15),0.1,17,54,61.8
0.3,3,MCA (delta=0.15),0.1,18,57,62
0.3,3,MCA (delta=0.15),0.1,19,60,62
0.3,3,MCA (delta=0.15),0.15,0,3,48.1
0.3,3,MCA (delta=0.15),0.15,1,6,52
0.3,3,MCA (delta=0.15),0.15,2,9,57.9
0.3,3,MCA (delta=0.15),0.15,3,12,59.1
0.3,3,MCA (delta=0.15),0.15,4,15,62.5
0.3,3,MCA (delta=0.15),0.15,5,18,64.4
0.3,3,MCA (delta=0.15),0.15,6,21,65.2
0.3,3,MCA (delta=0.15),0.15,7,24,67.7
0.3,3,MCA (delta=0.15),0.15,8,27,68.6
0.3,3,MCA (delta=0.15),0.15,9,30,70.2
0.3,3,MCA (delta=0.15),0.15,10,33,71
0.3,3,MCA (delta=0.15),0.15,11,36,73
0.3,3,MCA (delta=0.15),0.15,12,39,72.6
0.3,3,MCA (delta=0.15),0.15,13,42,72.8
0.3,3,MCA (delta=0.15),0.15,14,45,73.1
0.3,3,MCA (delta=0.15),0.15,15,48,74.1
0.3,3,MCA (delta=0.15),0.15,16,51,73.6
0.3,3,MCA (delta=0.15),0.15,17,54,74.6
0.3,3,MCA (delta=0.15),0.15,18,57,74.1
0.3,3,MCA (delta=0.15),0.15,19,60,75.2
0.3,3,MCA (delta=0.2),0.05,0,3,37.7
0.3,3,MCA (delta=0.2),0.05,1,6,37.8
0.3,3,MCA (delta=0.2),0.05,2,9,39.6
0.3,3,MCA (delta=0.2),0.05,3,12,40.3
0.3,3,MCA (delta=0.2),0.05,4,15,42.3
0.3,3,MCA (delta=0.2),0.05,5,18,42.4
0.3,3,MCA (delta=0.2),0.05,6,21,43
0.3,3,MCA (delta=0.2),0.05,7,24,43.4
0.3,3,MCA (delta=0.2),0.05,8,27,43.5
0.3,3,MCA (delta=0.2),0.05,9,30,44.3
0.3,3,MCA (delta=0.2),0.05,10,33,45.1
0.3,3,MCA (delta=0.2),0.05,11,36,45.5
0.3,3,MCA (delta=0.2),0.05,12,39,46.3
0.3,3,MCA (delta=0.2),0.05,13,42,46.6
0.3,3,MCA (delta=0.2),0.05,14,45,47.1
0.3,3,MCA (delta=0.2),0.05,15,48,46.7
0.3,3,MCA (delta=0.2),0.05,16,51,47.4
0.3,3,MCA (delta=0.2),0.05,17,54,47.7
0.3,3,MCA (delta=0.2),0.05,18,57,47.8
0.3,3,MCA (delta=0.2),0.05,19,60,47.6
0.3,3,MCA (delta=0.2),0.07,0,3,41.7
0.3,3,MCA (delta=0.2),0.07,1,6,41.7
0.3,3,MCA (delta=0.2),0.07,2,9,42.8
0.3,3,MCA (delta=0.2),0.07,3,12,45.1
0.3,3,MCA (delta=0.2),0.07,4,15,46.4
0.3,3,MCA (delta=0.2),0.07,5,18,47.8
0.3,3,MCA (delta=0.2),0.07,6,21,48.9
0.3,3,MCA (delta=0.2),0.07,7,24,50.4
0.3,3,MCA (delta=0.2),0.07,8,27,51.1
0.3,3,MCA (delta=0.2),0.07,9,30,51.9
0.3,3,MCA (delta=0.2),0.07,10,33,52.9
0.3,3,MCA (delta=0.2),0.07,11,36,52.7
0.3,3,MCA (delta=0.2),0.07,12,39,53.2
0.3,3,MCA (delta=0.2),0.07,13,42,53
0.3,3,MCA (delta=0.2),0.07,14,45,53.3
0.3,3,MCA (delta=0.2),0.07,15,48,53.2
0.3,3,MCA (delta=0.2),0.07,16,51,53.8
0.3,3,MCA (delta=0.2),0.07,17,54,53.8
0.3,3,MCA (delta=0.2),0.07,18,57,53.8
0.3,3,MCA (delta=0.2),0.07,19,60,54.6
0.3,3,MCA (delta=0.2),0.1,0,3,44.5
0.3,3,MCA (delta=0.2),0.1,1,6,46.7
0.3,3,MCA (delta=0.2),0.1,2,9,51.5
0.3,3,MCA (delta=0.2),0.1,3,12,52.7
0.3,3,MCA (delta=0.2),0.1,4,15,54.7
0.3,3,MCA (delta=0.2),0.1,5,18,56.4
0.3,3,MCA (delta=0.2),0.1,6,21,58.2
0.3,3,MCA (delta=0.2),0.1,7,24,59.9
0.3,3,MCA (delta=0.2),0.1,8,27,59.1
0.3,3,MCA (delta=0.2),0.1,9,30,60.2
0.3,3,MCA (delta=0.2),0.1,10,33,61
0.3,3,MCA (delta=0.2),0.1,11,36,61.7
0.3,3,MCA (delta=0.2),0.1,12,39,61.8
0.3,3,MCA (delta=0.2),0.1,13,42,62.2
0.3,3,MCA (delta=0.2),0.1,14,45,62.8
0.3,3,MCA (delta=0.2),0.1,15,48,63
0.3,3,MCA (delta=0.2),0.1,16,51,63.7
0.3,3,MCA (delta=0.2),0.1,17,54,63.7
0.3,3,MCA (delta=0.2),0.1,18,57,64.1
0.3,3,MCA (delta=0.2),0.1,19,60,64.4
0.3,3,MCA (delta=0.2),0.15,0,3,49.5
0.3,3,MCA (delta=0.2),0.15,1,6,53.7
0.3,3,MCA (delta=0.2),0.15,2,9,59.1
0.3,3,MCA (delta=0.2),0.15,3,12,62.7
0.3,3,MCA (delta=0.2),0.15,4,15,64.8
0.3,3,MCA (delta=0.2),0.15,5,18,66.4
0.3,3,MCA (delta=0.2),0.15,6,21,67.1
0.3,3,MCA (delta=0.2),0.15,7,24,68.9
0.3,3,MCA (delta=0.2),0.15,8,27,69.5
0.3,3,MCA (delta=0.2),0.15,9,30,70.1
0.3,3,MCA (delta=0.2),0.15,10,33,70.7
0.3,3,MCA (delta=0.2),0.15,11,36,71.4
0.3,3,MCA (delta=0.2),0.15,12,39,71.9
0.3,3,MCA (delta=0.2),0.15,13,42,71.9
0.3,3,MCA (delta=0.2),0.15,14,45,72.7
0.3,3,MCA (delta=0.2),0.15,15,48,73.1
0.3,3,MCA (delta=0.2),0.15,16,51,73.4
0.3,3,MCA (delta=0.2),0.15,17,54,73.5
0.3,3,MCA (delta=0.2),0.15,18,57,74.2
0.3,3,MCA (delta=0.2),0.15,19,60,73.7
0.3,3,MCA (random delta),0.05,0,3,35.7
0.3,3,MCA (random delta),0.05,1,6,37.3
0.3,3,MCA (random delta),0.05,2,9,38.6
0.3,3,MCA (random delta),0.05,3,12,41.3
0.3,3,MCA (random delta),0.05,4,15,41.8
0.3,3,MCA (random delta),0.05,5,18,41.8
0.3,3,MCA (random delta),0.05,6,21,42.3
0.3,3,MCA (random delta),0.05,7,24,43.1
0.3,3,MCA (random delta),0.05,8,27,44
0.3,3,MCA (random delta),0.05,9,30,44.5
0.3,3,MCA (random delta),0.05,10,33,44.3
0.3,3,MCA (random delta),0.05,11,36,44.2
0.3,3,MCA (random delta),0.05,12,39,44.5
0.3,3,MCA (random delta),0.05,13,42,45.6
0.3,3,MCA (random delta),0.05,14,45,45.3
0.3,3,MCA (random delta),0.05,15,48,46.1
0.3,3,MCA (random delta),0.05,16,51,46.4
0.3,3,MCA (random delta),0.05,17,54,46.1
0.3,3,MCA (random delta),0.05,18,57,46.4
0.3,3,MCA (random delta),0.05,19,60,46.8
0.3,3,MCA (random delta),0.07,0,3,44.8
0.3,3,MCA (random delta),0.07,1,6,44.4
0.3,3,MCA (random delta),0.07,2,9,48
0.3,3,MCA (random delta),0.07,3,12,48.4
0.3,3,MCA (random delta),0.07,4,15,51
0.3,3,MCA (random delta),0.07,5,18,51.8
0.3,3,MCA (random delta),0.07,6,21,51.7
0.3,3,MCA (random delta),0.07,7,24,52.5
0.3,3,MCA (random delta),0.07,8,27,52.8
0.3,3,MCA (random delta),0.07,9,30,53.9
0.3,3,MCA (random delta),0.07,10,33,54.3
0.3,3,MCA (random delta),0.07,11,36,54.5
0.3,3,MCA (random delta),0.07,12,39,54.7
0.3,3,MCA (random delta),0.07,13,42,55.1
0.3,3,MCA (random delta),0.07,14,45,56.1
0.3,3,MCA (random delta),0.07,15,48,56.7
0.3,3,MCA (random delta),0.07,16,51,57.6
0.3,3,MCA (random delta),0.07,17,54,57.6
0.3,3,MCA (random delta),0.07,18,57,58.3
0.3,3,MCA (random delta),0.07,19,60,57.9
0.3,3,MCA (random delta),0.1,0,3,44.2
0.3,3,MCA (random delta),0.1,1,6,46.9
0.3,3,MCA (random delta),0.1,2,9,50.1
0.3,3,MCA (random delta),0.1,3,12,51.8
0.3,3,MCA (random delta),0.1,4,15,52.9
0.3,3,MCA (random delta),0.1,5,18,55.3
0.3,3,MCA (random delta),0.1,6,21,56.4
0.3,3,MCA (random delta),0.1,7,24,57.2
0.3,3,MCA (random delta),0.1,8,27,57.9
0.3,3,MCA (random delta),0.1,9,30,58.9
0.3,3,MCA (random delta),0.1,10,33,60
0.3,3,MCA (random delta),0.1,11,36,60.6
0.3,3,MCA (random delta),0.1,12,39,61.9
0.3,3,MCA (random delta),0.1,13,42,61.9
0.3,3,MCA (random delta),0.1,14,45,62.9
0.3,3,MCA (random delta),0.1,15,48,63.6
0.3,3,MCA (random delta),0.1,16,51,64.6
0.3,3,MCA (random delta),0.1,17,54,64.8
0.3,3,MCA (random delta),0.1,18,57,65.2
0.3,3,MCA (random delta),0.1,19,60,65.3
0.3,3,MCA (random delta),0.15,0,3,49.9
0.3,3,MCA (random delta),0.15,1,6,52.4
0.3,3,MCA (random delta),0.15,2,9,55.1
0.3,3,MCA (random delta),0.15,3,12,61.3
0.3,3,MCA (random delta),0.15,4,15,63.8
0.3,3,MCA (random delta),0.15,5,18,64.8
0.3,3,MCA (random delta),0.15,6,21,66.3
0.3,3,MCA (random delta),0.15,7,24,67
0.3,3,MCA (random delta),0.15,8,27,69.4
0.3,3,MCA (random delta),0.15,9,30,70.8
0.3,3,MCA (random delta),0.15,10,33,71.6
0.3,3,MCA (random delta),0.15,11,36,72
0.3,3,MCA (random delta),0.15,12,39,73.2
0.3,3,MCA (random delta),0.15,13,42,73.6
0.3,3,MCA (random delta),0.15,14,45,74.1
0.3,3,MCA (random delta),0.15,15,48,74.5
0.3,3,MCA (random delta),0.15,16,51,75.2
0.3,3,MCA (random delta),0.15,17,54,76
0.3,3,MCA (random delta),0.15,18,57,76.1
0.3,3,MCA (random delta),0.15,19,60,77
0.3,5,MCA (delta=0.0),0.05,0,3,26.7
0.3,5,MCA (delta=0.0),0.05,1,6,28.9
0.3,5,MCA (delta=0.0),0.05,2,9,30.7
0.3,5,MCA (delta=0.0),0.05,3,12,33
0.3,5,MCA (delta=0.0),0.05,4,15,34.2
0.3,5,MCA (delta=0.0),0.05,5,18,35.5
0.3,5,MCA (delta=0.0),0.05,6,21,36.1
0.3,5,MCA (delta=0.0),0.05,7,24,37.7
0.3,5,MCA (delta=0.0),0.05,8,27,38.2
0.3,5,MCA (delta=0.0),0.05,9,30,37.7
0.3,5,MCA (delta=0.0),0.05,10,33,40
0.3,5,MCA (delta=0.0),0.05,11,36,41
0.3,5,MCA (delta=0.0),0.05,12,39,41.7
0.3,5,MCA (delta=0.0),0.05,13,42,41.2
0.3,5,MCA (delta=0.0),0.05,14,45,41.8
0.3,5,MCA (delta=0.0),0.05,15,48,42.8
0.3,5,MCA (delta=0.0),0.05,16,51,43.2
0.3,5,MCA (delta=0.0),0.05,17,54,44.1
0.3,5,MCA (delta=0.0),0.05,18,57,44.4
0.3,5,MCA (delta=0.0),0.05,19,60,45
0.3,5,MCA (delta=0.0),0.07,0,3,28.9
0.3,5,MCA (delta=0.0),0.07,1,6,30.5
0.3,5,MCA (delta=0.0),0.07,2,9,33.6
0.3,5,MCA (delta=0.0),0.07,3,12,33.8
0.3,5,MCA (delta=0.0),0.07,4,15,37.3
0.3,5,MCA (delta=0.0),0.07,5,18,38
0.3,5,MCA (delta=0.0),0.07,6,21,39
0.3,5,MCA (delta=0.0),0.07,7,24,40.9
0.3,5,MCA (delta=0.0),0.07,8,27,43
0.3,5,MCA (delta=0.0),0.07,9,30,44.2
0.3,5,MCA (delta=0.0),0.07,10,33,46.4
0.3,5,MCA (delta=0.0),0.07,11,36,46.9
0.3,5,MCA (delta=0.0),0.07,12,39,47
0.3,5,MCA (delta=0.0),0.07,13,42,47.5
0.3,5,MCA (delta=0.0),0.07,14,45,47.6
0.3,5,MCA (delta=0.0),0.07,15,48,48.6
0.3,5,MCA (delta=0.0),0.07,16,51,48.7
0.3,5,MCA (delta=0.0),0.07,17,54,49.4
0.3,5,MCA (delta=0.0),0.07,18,57,50.9
0.3,5,MCA (delta=0.0),0.07,19,60,50.8
0.3,5,MCA (delta=0.0),0.1,0,3,30.8
0.3,5,MCA (delta=0.0),0.1,1,6,36.5
0.3,5,MCA (delta=0.0),0.1,2,9,41.4
0.3,5,MCA (delta=0.0),0.1,3,12,45.2
0.3,5,MCA (delta=0.0),0.1,4,15,49.9
0.3,5,MCA (delta=0.0),0.1,5,18,52
0.3,5,MCA (delta=0.0),0.1,6,21,53.6
0.3,5,MCA (delta=0.0),0.1,7,24,56.5
0.3,5,MCA (delta=0.0),0.1,8,27,59.5
0.3,5,MCA (delta=0.0),0.1,9,30,60
0.3,5,MCA (delta=0.0),0.1,10,33,60.3
0.3,5,MCA (delta=0.0),0.1,11,36,60.4
0.3,5,MCA (delta=0.0),0.1,12,39,61.5
0.3,5,MCA (delta=0.0),0.1,13,42,62.4
0.3,5,MCA (delta=0.0),0.1,14,45,63.1
0.3,5,MCA (delta=0.0),0.1,15,48,64.3
0.3,5,MCA (delta=0.0),0.1,16,51,64.4
0.3,5,MCA (delta=0.0),0.1,17,54,64.6
0.3,5,MCA (delta=0.0),0.1,18,57,66.3
0.3,5,MCA (delta=0.0),0.1,19,60,66.5
0.3,5,MCA (delta=0.0),0.15,0,3,31.3
0.3,5,MCA (delta=0.0),0.15,1,6,40.2
0.3,5,MCA (delta=0.0),0.15,2,9,48.3
0.3,5,MCA (delta=0.0),0.15,3,12,53.1
0.3,5,MCA (delta=0.0),0.15,4,15,57.6
0.3,5,MCA (delta=0.0),0.15,5,18,60.9
0.3,5,MCA (delta=0.0),0.15,6,21,62.8
0.3,5,MCA (delta=0.0),0.15,7,24,66.4
0.3,5,MCA (delta=0.0),0.15,8,27,67.9
0.3,5,MCA (delta=0.0),0.15,9,30,69.5
0.3,5,MCA (delta=0.0),0.15,10,33,69.8
0.3,5,MCA (delta=0.0),0.15,11,36,70
0.3,5,MCA (delta=0.0),0.15,12,39,71.4
0.3,5,MCA (delta=0.0),0.15,13,42,72.6
0.3,5,MCA (delta=0.0),0.15,14,45,72.4
0.3,5,MCA (delta=0.0),0.15,15,48,72.1
0.3,5,MCA (delta=0.0),0.15,16,51,73.1
0.3,5,MCA (delta=0.0),0.15,17,54,73.8
0.3,5,MCA (delta=0.0),0.15,18,57,74.7
